invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,invoice_year,invoice_month,invoice_day,day_of_week,is_weekend,unit_price,age_group,quantity_band,price_deviation_from_category
I103917,C787113,Male,18,Food & Beverage,2,10.46,Debit Card,4/8/2021 0:00,Metrocity,2021,4,8,3,0,5.23,18_25,small,0
I128518,C101108,Female,66,Shoes,1,600.17,Debit Card,9/6/2021 0:00,Mall of Istanbul,2021,9,6,0,0,600.17,56_plus,single,0
I188763,C305950,Male,40,Food & Beverage,2,10.46,Cash,7/23/2022 0:00,Mall of Istanbul,2022,7,23,5,1,5.23,36_45,small,0
I199161,C125219,Female,47,Toys,3,107.52,Credit Card,1/17/2023 0:00,Kanyon,2023,1,17,1,0,35.84,46_55,small,-7.11E-15
I222900,C291441,Male,43,Souvenir,3,35.19,Debit Card,9/24/2021 0:00,Istinye Park,2021,9,24,4,0,11.73,36_45,small,-1.78E-15
I237220,C284715,Female,55,Clothing,4,1200.32,Cash,8/2/2022 0:00,Kanyon,2022,8,2,1,0,300.08,46_55,bulk,0
I334746,C251627,Male,27,Books,3,45.45,Credit Card,7/28/2022 0:00,Kanyon,2022,7,28,3,0,15.15,26_35,small,0
I189942,C292067,Female,65,Cosmetics,5,203.3,Credit Card,8/20/2021 0:00,Emaar Square Mall,2021,8,20,4,0,40.66,56_plus,bulk,7.105427357601002e-15
I124100,C241484,Female,29,Food & Beverage,5,26.15,Debit Card,1/20/2023 0:00,Mall of Istanbul,2023,1,20,4,0,5.23,26_35,bulk,-8.88E-16
I263771,C241092,Male,47,Food & Beverage,5,26.15,Debit Card,4/18/2021 0:00,Istinye Park,2021,4,18,6,1,5.23,46_55,bulk,-8.88E-16
I173270,C230226,Female,48,Clothing,4,1200.32,Cash,7/19/2021 0:00,Mall of Istanbul,2021,7,19,0,0,300.08,46_55,bulk,0
I686910,C315659,Female,38,Clothing,3,900.24,Credit Card,3/15/2022 0:00,Istinye Park,2022,3,15,1,0,300.08,36_45,small,0
I103044,C367741,Female,48,Clothing,5,1500.4,Cash,6/13/2021 0:00,Viaport Outlet,2021,6,13,6,1,300.08000000000004,46_55,bulk,5.684341886080804e-14
I304940,C224495,Male,59,Clothing,3,900.24,Credit Card,11/29/2022 0:00,Forum Istanbul,2022,11,29,1,0,300.08,56_plus,small,0
I293542,C954397,Female,24,Clothing,2,600.16,Cash,6/7/2021 0:00,Kanyon,2021,6,7,0,0,300.08,18_25,small,0
I702278,C202432,Male,66,Shoes,1,600.17,Cash,9/23/2021 0:00,Mall of Istanbul,2021,9,23,3,0,600.17,56_plus,single,0
I176669,C449453,Male,67,Souvenir,3,35.19,Debit Card,9/20/2022 0:00,Metrocity,2022,9,20,1,0,11.73,56_plus,small,-1.78E-15
I802516,C152892,Female,49,Souvenir,3,35.19,Credit Card,5/18/2021 0:00,Cevahir AVM,2021,5,18,1,0,11.73,46_55,small,-1.78E-15
I230697,C299705,Female,36,Cosmetics,1,40.66,Cash,12/10/2022 0:00,Istinye Park,2022,12,10,5,1,40.66,36_45,single,0
I192577,C101002,Female,29,Clothing,4,1200.32,Cash,1/11/2021 0:00,Metrocity,2021,1,11,0,0,300.08,26_35,bulk,0
I165057,C311817,Male,59,Shoes,3,1800.51,Debit Card,8/26/2022 0:00,Emaar Square Mall,2022,8,26,4,0,600.17,56_plus,small,0
I461083,C147914,Male,47,Shoes,4,2400.68,Debit Card,10/5/2021 0:00,Istinye Park,2021,10,5,1,0,600.17,46_55,bulk,0
I103220,C111229,Male,37,Clothing,2,600.16,Cash,4/17/2022 0:00,Metropol AVM,2022,4,17,6,1,300.08,36_45,small,0
I202433,C100960,Female,54,Food & Beverage,1,5.23,Debit Card,7/21/2021 0:00,Emaar Square Mall,2021,7,21,2,0,5.23,46_55,single,0
I327271,C530750,Male,51,Clothing,2,600.16,Credit Card,1/5/2023 0:00,Metropol AVM,2023,1,5,3,0,300.08,46_55,small,0
I821053,C245915,Male,46,Food & Beverage,2,10.46,Debit Card,2/23/2023 0:00,Istinye Park,2023,2,23,3,0,5.23,46_55,small,0
I420436,C234618,Male,51,Clothing,5,1500.4,Cash,1/10/2022 0:00,Metropol AVM,2022,1,10,0,0,300.08000000000004,46_55,bulk,5.684341886080804e-14
I115299,C283739,Female,68,Clothing,4,1200.32,Cash,5/23/2022 0:00,Istinye Park,2022,5,23,0,0,300.08,56_plus,bulk,0
I407756,C234121,Male,58,Clothing,1,300.08,Credit Card,2/26/2021 0:00,Metropol AVM,2021,2,26,4,0,300.08,56_plus,single,0
I320230,C220782,Female,51,Toys,2,71.68,Credit Card,2/24/2022 0:00,Zorlu Center,2022,2,24,3,0,35.84,46_55,small,0
I118914,C306170,Female,35,Toys,2,71.68,Cash,6/20/2021 0:00,Metrocity,2021,6,20,6,1,35.84,26_35,small,0
I186094,C327991,Male,57,Clothing,4,1200.32,Credit Card,3/5/2021 0:00,Metropol AVM,2021,3,5,4,0,300.08,56_plus,bulk,0
I142015,C289226,Female,29,Toys,3,107.52,Cash,2/14/2023 0:00,Metrocity,2023,2,14,1,0,35.84,26_35,small,-7.11E-15
I724591,C377132,Male,65,Clothing,1,300.08,Cash,3/17/2022 0:00,Mall of Istanbul,2022,3,17,3,0,300.08,56_plus,single,0
I207110,C272732,Female,54,Books,1,15.15,Cash,12/29/2022 0:00,Mall of Istanbul,2022,12,29,3,0,15.15,46_55,single,0
I815648,C767138,Female,69,Cosmetics,5,203.3,Cash,3/26/2021 0:00,Istinye Park,2021,3,26,4,0,40.66,56_plus,bulk,7.105427357601002e-15
I284674,C702650,Female,50,Souvenir,4,46.92,Credit Card,9/12/2022 0:00,Metropol AVM,2022,9,12,0,0,11.73,46_55,bulk,0
I220646,C288899,Female,39,Toys,4,143.36,Cash,3/8/2022 0:00,Viaport Outlet,2022,3,8,1,0,35.84,36_45,bulk,0
I223470,C516048,Female,30,Technology,5,5250,Cash,3/15/2022 0:00,Metrocity,2022,3,15,1,0,1050,26_35,bulk,0
I165832,C248148,Male,59,Toys,2,71.68,Cash,7/19/2022 0:00,Metropol AVM,2022,7,19,1,0,35.84,56_plus,small,0
I172278,C175692,Female,53,Clothing,1,300.08,Credit Card,1/7/2022 0:00,Kanyon,2022,1,7,4,0,300.08,46_55,single,0
I161433,C259548,Female,53,Clothing,1,300.08,Cash,4/6/2022 0:00,Kanyon,2022,4,6,2,0,300.08,46_55,single,0
I103086,C285452,Female,52,Cosmetics,4,162.64,Cash,8/17/2022 0:00,Metrocity,2022,8,17,2,0,40.66,46_55,bulk,0
I114774,C913265,Male,30,Souvenir,1,11.73,Cash,1/1/2021 0:00,Metropol AVM,2021,1,1,4,0,11.73,26_35,single,0
I348081,C112999,Female,49,Food & Beverage,1,5.23,Cash,3/15/2022 0:00,Kanyon,2022,3,15,1,0,5.23,46_55,single,0
I272103,C236461,Male,36,Clothing,1,300.08,Credit Card,8/2/2022 0:00,Viaport Outlet,2022,8,2,1,0,300.08,36_45,single,0
I631614,C253913,Male,51,Technology,4,4200,Cash,6/26/2021 0:00,Kanyon,2021,6,26,5,1,1050,46_55,bulk,0
I235098,C924104,Female,32,Toys,4,143.36,Cash,3/2/2021 0:00,Mall of Istanbul,2021,3,2,1,0,35.84,26_35,bulk,0
I258510,C220077,Male,53,Toys,5,179.2,Cash,3/25/2021 0:00,Kanyon,2021,3,25,3,0,35.84,46_55,bulk,-7.11E-15
I314126,C108914,Male,46,Clothing,3,900.24,Cash,9/14/2021 0:00,Mall of Istanbul,2021,9,14,1,0,300.08,46_55,small,0
I193228,C126014,Male,35,Cosmetics,3,121.98,Cash,3/17/2021 0:00,Kanyon,2021,3,17,2,0,40.66,26_35,small,7.105427357601002e-15
I313942,C262662,Male,62,Food & Beverage,2,10.46,Cash,2/7/2021 0:00,Kanyon,2021,2,7,6,1,5.23,56_plus,small,0
I117079,C223099,Female,52,Clothing,1,300.08,Debit Card,1/27/2023 0:00,Kanyon,2023,1,27,4,0,300.08,46_55,single,0
I597124,C150220,Female,59,Clothing,2,600.16,Debit Card,12/10/2022 0:00,Mall of Istanbul,2022,12,10,5,1,300.08,56_plus,small,0
I283765,C307629,Female,32,Clothing,1,300.08,Cash,6/16/2021 0:00,Metrocity,2021,6,16,2,0,300.08,26_35,single,0
I889893,C114922,Female,35,Clothing,1,300.08,Cash,1/30/2023 0:00,Istinye Park,2023,1,30,0,0,300.08,26_35,single,0
I246617,C211460,Male,49,Shoes,1,600.17,Credit Card,1/12/2022 0:00,Emaar Square Mall,2022,1,12,2,0,600.17,46_55,single,0
I124016,C178059,Female,23,Clothing,3,900.24,Cash,4/10/2022 0:00,Cevahir AVM,2022,4,10,6,1,300.08,18_25,small,0
I317861,C108638,Female,57,Cosmetics,4,162.64,Debit Card,1/20/2022 0:00,Metropol AVM,2022,1,20,3,0,40.66,56_plus,bulk,0
I163085,C908696,Male,58,Food & Beverage,1,5.23,Cash,3/20/2022 0:00,Forum Istanbul,2022,3,20,6,1,5.23,56_plus,single,0
I324913,C216798,Female,55,Cosmetics,2,81.32,Debit Card,12/1/2022 0:00,Metrocity,2022,12,1,3,0,40.66,46_55,small,0
I278432,C223923,Female,55,Clothing,3,900.24,Credit Card,4/5/2021 0:00,Metrocity,2021,4,5,0,0,300.08,46_55,small,0
I586725,C222874,Female,45,Cosmetics,5,203.3,Cash,6/27/2022 0:00,Mall of Istanbul,2022,6,27,0,0,40.66,36_45,bulk,7.105427357601002e-15
I130523,C117842,Female,19,Clothing,2,600.16,Debit Card,3/9/2022 0:00,Metrocity,2022,3,9,2,0,300.08,18_25,small,0
I925781,C662857,Male,58,Cosmetics,5,203.3,Cash,5/17/2021 0:00,Emaar Square Mall,2021,5,17,0,0,40.66,56_plus,bulk,7.105427357601002e-15
I312663,C165000,Female,50,Toys,2,71.68,Debit Card,5/22/2022 0:00,Kanyon,2022,5,22,6,1,35.84,46_55,small,0
I129839,C229612,Male,36,Cosmetics,4,162.64,Cash,3/24/2021 0:00,Metropol AVM,2021,3,24,2,0,40.66,36_45,bulk,0
I100579,C260481,Female,36,Food & Beverage,3,15.69,Credit Card,9/24/2022 0:00,Kanyon,2022,9,24,5,1,5.23,36_45,small,-8.88E-16
I279058,C333462,Female,42,Souvenir,2,23.46,Cash,6/21/2021 0:00,Istinye Park,2021,6,21,0,0,11.73,36_45,small,0
I224760,C302630,Male,60,Books,4,60.6,Cash,4/11/2021 0:00,Metrocity,2021,4,11,6,1,15.15,56_plus,bulk,0
I141591,C110500,Male,39,Clothing,2,600.16,Cash,8/28/2021 0:00,Metropol AVM,2021,8,28,5,1,300.08,36_45,small,0
I443058,C294678,Female,23,Souvenir,1,11.73,Credit Card,9/17/2021 0:00,Kanyon,2021,9,17,4,0,11.73,18_25,single,0
I205992,C424190,Female,38,Cosmetics,2,81.32,Cash,1/26/2021 0:00,Mall of Istanbul,2021,1,26,1,0,40.66,36_45,small,0
I246672,C102719,Female,38,Food & Beverage,4,20.92,Credit Card,9/22/2021 0:00,Metropol AVM,2021,9,22,2,0,5.23,36_45,bulk,0
I635863,C224984,Male,42,Clothing,5,1500.4,Credit Card,9/17/2022 0:00,Mall of Istanbul,2022,9,17,5,1,300.08000000000004,36_45,bulk,5.684341886080804e-14
I331293,C215583,Female,69,Shoes,1,600.17,Credit Card,6/18/2022 0:00,Forum Istanbul,2022,6,18,5,1,600.17,56_plus,single,0
I214447,C157108,Female,59,Souvenir,5,58.65,Cash,8/7/2022 0:00,Mall of Istanbul,2022,8,7,6,1,11.73,56_plus,bulk,0
I289972,C182162,Female,43,Food & Beverage,5,26.15,Debit Card,11/26/2022 0:00,Istinye Park,2022,11,26,5,1,5.23,36_45,bulk,-8.88E-16
I265726,C279216,Male,56,Food & Beverage,4,20.92,Cash,6/16/2022 0:00,Mall of Istanbul,2022,6,16,3,0,5.23,56_plus,bulk,0
I664146,C221666,Female,62,Clothing,4,1200.32,Cash,9/4/2022 0:00,Forum Istanbul,2022,9,4,6,1,300.08,56_plus,bulk,0
I637087,C295880,Female,50,Clothing,5,1500.4,Cash,2/12/2023 0:00,Kanyon,2023,2,12,6,1,300.08000000000004,46_55,bulk,5.684341886080804e-14
I237284,C222646,Female,46,Shoes,2,1200.34,Credit Card,1/26/2021 0:00,Kanyon,2021,1,26,1,0,600.17,46_55,small,0
I321703,C314773,Female,22,Clothing,5,1500.4,Cash,5/18/2022 0:00,Kanyon,2022,5,18,2,0,300.08000000000004,18_25,bulk,5.684341886080804e-14
I611978,C262966,Male,27,Cosmetics,5,203.3,Credit Card,6/19/2022 0:00,Metrocity,2022,6,19,6,1,40.66,26_35,bulk,7.105427357601002e-15
I254110,C258563,Female,43,Clothing,1,300.08,Debit Card,11/6/2022 0:00,Zorlu Center,2022,11,6,6,1,300.08,36_45,single,0
I204928,C329972,Male,39,Shoes,4,2400.68,Cash,7/10/2022 0:00,Emaar Square Mall,2022,7,10,6,1,600.17,36_45,bulk,0
I226013,C242224,Female,56,Clothing,5,1500.4,Cash,3/30/2021 0:00,Istinye Park,2021,3,30,1,0,300.08000000000004,56_plus,bulk,5.684341886080804e-14
I197129,C223234,Female,51,Toys,3,107.52,Cash,1/14/2023 0:00,Mall of Istanbul,2023,1,14,5,1,35.84,46_55,small,-7.11E-15
I108227,C432108,Male,22,Cosmetics,2,81.32,Cash,6/23/2021 0:00,Emaar Square Mall,2021,6,23,2,0,40.66,18_25,small,0
I245103,C111581,Female,18,Clothing,3,900.24,Debit Card,10/2/2022 0:00,Kanyon,2022,10,2,6,1,300.08,18_25,small,0
I227743,C194405,Female,24,Clothing,2,600.16,Credit Card,2/24/2023 0:00,Metropol AVM,2023,2,24,4,0,300.08,18_25,small,0
I286570,C798344,Female,30,Clothing,4,1200.32,Cash,2/1/2021 0:00,Mall of Istanbul,2021,2,1,0,0,300.08,26_35,bulk,0
I294022,C279485,Female,23,Toys,1,35.84,Credit Card,3/5/2022 0:00,Mall of Istanbul,2022,3,5,5,1,35.84,18_25,single,0
I126227,C339112,Female,60,Technology,3,3150,Cash,9/3/2021 0:00,Mall of Istanbul,2021,9,3,4,0,1050,56_plus,small,0
I544016,C257716,Male,54,Clothing,5,1500.4,Credit Card,2/14/2021 0:00,Mall of Istanbul,2021,2,14,6,1,300.08000000000004,46_55,bulk,5.684341886080804e-14
I248912,C194621,Female,55,Books,4,60.6,Cash,7/5/2021 0:00,Metrocity,2021,7,5,0,0,15.15,46_55,bulk,0
I230588,C153071,Male,54,Clothing,3,900.24,Credit Card,3/17/2021 0:00,Metropol AVM,2021,3,17,2,0,300.08,46_55,small,0
I142299,C333854,Female,20,Clothing,3,900.24,Cash,7/23/2021 0:00,Kanyon,2021,7,23,4,0,300.08,18_25,small,0
I207027,C335443,Male,38,Clothing,2,600.16,Cash,8/24/2022 0:00,Istinye Park,2022,8,24,2,0,300.08,36_45,small,0
I109715,C488310,Male,45,Toys,3,107.52,Debit Card,8/5/2022 0:00,Istinye Park,2022,8,5,4,0,35.84,36_45,small,-7.11E-15
I240479,C335605,Male,49,Cosmetics,1,40.66,Debit Card,9/21/2021 0:00,Mall of Istanbul,2021,9,21,1,0,40.66,46_55,single,0
I263202,C333862,Male,43,Shoes,5,3000.85,Credit Card,3/28/2021 0:00,Mall of Istanbul,2021,3,28,6,1,600.17,36_45,bulk,0
I119445,C221790,Female,65,Food & Beverage,5,26.15,Credit Card,3/23/2021 0:00,Istinye Park,2021,3,23,1,0,5.23,56_plus,bulk,-8.88E-16
I225309,C311957,Female,40,Cosmetics,2,81.32,Credit Card,5/3/2021 0:00,Kanyon,2021,5,3,0,0,40.66,36_45,small,0
I154879,C338851,Male,42,Clothing,2,600.16,Cash,1/22/2021 0:00,Kanyon,2021,1,22,4,0,300.08,36_45,small,0
I294360,C116659,Female,23,Clothing,2,600.16,Cash,8/18/2021 0:00,Mall of Istanbul,2021,8,18,2,0,300.08,18_25,small,0
I271358,C158205,Male,53,Clothing,5,1500.4,Cash,1/14/2023 0:00,Istinye Park,2023,1,14,5,1,300.08000000000004,46_55,bulk,5.684341886080804e-14
I338426,C951491,Male,38,Clothing,3,900.24,Cash,3/7/2021 0:00,Mall of Istanbul,2021,3,7,6,1,300.08,36_45,small,0
I148738,C147642,Female,40,Clothing,3,900.24,Cash,7/15/2022 0:00,Cevahir AVM,2022,7,15,4,0,300.08,36_45,small,0
I300204,C295017,Female,64,Cosmetics,1,40.66,Credit Card,2/18/2023 0:00,Metropol AVM,2023,2,18,5,1,40.66,56_plus,single,0
I224242,C691785,Female,48,Clothing,1,300.08,Cash,1/27/2021 0:00,Istinye Park,2021,1,27,2,0,300.08,46_55,single,0
I267834,C148479,Male,36,Clothing,1,300.08,Credit Card,7/9/2022 0:00,Mall of Istanbul,2022,7,9,5,1,300.08,36_45,single,0
I922003,C334197,Male,58,Clothing,4,1200.32,Debit Card,3/25/2022 0:00,Metropol AVM,2022,3,25,4,0,300.08,56_plus,bulk,0
I538026,C114031,Male,50,Clothing,2,600.16,Credit Card,6/11/2022 0:00,Kanyon,2022,6,11,5,1,300.08,46_55,small,0
I444615,C203754,Male,52,Toys,5,179.2,Cash,11/25/2022 0:00,Emaar Square Mall,2022,11,25,4,0,35.84,46_55,bulk,-7.11E-15
I181126,C895025,Female,20,Toys,1,35.84,Credit Card,6/6/2022 0:00,Mall of Istanbul,2022,6,6,0,0,35.84,18_25,single,0
I214309,C194049,Female,45,Toys,5,179.2,Debit Card,11/29/2021 0:00,Metrocity,2021,11,29,0,0,35.84,36_45,bulk,-7.11E-15
I280592,C213996,Male,28,Clothing,4,1200.32,Debit Card,12/24/2021 0:00,Cevahir AVM,2021,12,24,4,0,300.08,26_35,bulk,0
I382933,C174882,Male,44,Cosmetics,1,40.66,Credit Card,8/23/2022 0:00,Istinye Park,2022,8,23,1,0,40.66,36_45,single,0
I749561,C282592,Female,26,Toys,5,179.2,Credit Card,7/17/2022 0:00,Mall of Istanbul,2022,7,17,6,1,35.84,26_35,bulk,-7.11E-15
I936721,C173791,Male,59,Clothing,4,1200.32,Cash,10/30/2021 0:00,Kanyon,2021,10,30,5,1,300.08,56_plus,bulk,0
I221155,C318620,Female,35,Food & Beverage,1,5.23,Debit Card,12/29/2021 0:00,Mall of Istanbul,2021,12,29,2,0,5.23,26_35,single,0
I332466,C201221,Female,36,Clothing,5,1500.4,Cash,1/23/2023 0:00,Kanyon,2023,1,23,0,0,300.08000000000004,36_45,bulk,5.684341886080804e-14
I281825,C113794,Male,22,Technology,2,2100,Cash,11/9/2022 0:00,Metropol AVM,2022,11,9,2,0,1050,18_25,small,0
I127294,C244602,Male,67,Books,5,75.75,Cash,3/23/2022 0:00,Metrocity,2022,3,23,2,0,15.15,56_plus,bulk,0
I283249,C322136,Male,29,Clothing,4,1200.32,Credit Card,6/16/2022 0:00,Kanyon,2022,6,16,3,0,300.08,26_35,bulk,0
I221646,C320598,Male,68,Clothing,1,300.08,Debit Card,2/15/2021 0:00,Metrocity,2021,2,15,0,0,300.08,56_plus,single,0
I119066,C191550,Female,26,Clothing,3,900.24,Cash,6/19/2022 0:00,Kanyon,2022,6,19,6,1,300.08,26_35,small,0
I198063,C316387,Female,24,Clothing,5,1500.4,Credit Card,4/6/2021 0:00,Mall of Istanbul,2021,4,6,1,0,300.08000000000004,18_25,bulk,5.684341886080804e-14
I272322,C145388,Female,51,Cosmetics,4,162.64,Credit Card,8/9/2021 0:00,Kanyon,2021,8,9,0,0,40.66,46_55,bulk,0
I239617,C238341,Female,54,Cosmetics,4,162.64,Cash,4/22/2021 0:00,Forum Istanbul,2021,4,22,3,0,40.66,46_55,bulk,0
I476441,C986198,Female,40,Cosmetics,1,40.66,Credit Card,7/28/2021 0:00,Metrocity,2021,7,28,2,0,40.66,36_45,single,0
I283671,C104665,Male,43,Cosmetics,1,40.66,Credit Card,11/30/2022 0:00,Metrocity,2022,11,30,2,0,40.66,36_45,single,0
I208085,C230859,Female,62,Shoes,5,3000.85,Debit Card,8/28/2021 0:00,Metrocity,2021,8,28,5,1,600.17,56_plus,bulk,0
I184008,C217449,Female,58,Books,3,45.45,Cash,7/30/2021 0:00,Metropol AVM,2021,7,30,4,0,15.15,56_plus,small,0
I220192,C144539,Male,35,Cosmetics,4,162.64,Debit Card,1/26/2022 0:00,Emaar Square Mall,2022,1,26,2,0,40.66,26_35,bulk,0
I695847,C292241,Female,38,Books,1,15.15,Debit Card,3/29/2021 0:00,Mall of Istanbul,2021,3,29,0,0,15.15,36_45,single,0
I856491,C795929,Male,66,Cosmetics,1,40.66,Cash,1/10/2022 0:00,Kanyon,2022,1,10,0,0,40.66,56_plus,single,0
I329630,C178962,Female,42,Shoes,3,1800.51,Debit Card,8/18/2021 0:00,Metrocity,2021,8,18,2,0,600.17,36_45,small,0
I219441,C208009,Male,41,Toys,2,71.68,Debit Card,12/26/2021 0:00,Metropol AVM,2021,12,26,6,1,35.84,36_45,small,0
I103828,C201443,Female,36,Clothing,4,1200.32,Cash,6/10/2022 0:00,Mall of Istanbul,2022,6,10,4,0,300.08,36_45,bulk,0
I357979,C756863,Male,49,Clothing,2,600.16,Cash,12/24/2021 0:00,Forum Istanbul,2021,12,24,4,0,300.08,46_55,small,0
I213650,C786774,Female,42,Food & Beverage,2,10.46,Cash,7/15/2021 0:00,Kanyon,2021,7,15,3,0,5.23,36_45,small,0
I789424,C153515,Female,49,Shoes,2,1200.34,Cash,9/3/2022 0:00,Emaar Square Mall,2022,9,3,5,1,600.17,46_55,small,0
I334697,C150745,Female,37,Technology,3,3150,Cash,5/18/2021 0:00,Mall of Istanbul,2021,5,18,1,0,1050,36_45,small,0
I520757,C919650,Female,54,Cosmetics,4,162.64,Credit Card,1/11/2021 0:00,Zorlu Center,2021,1,11,0,0,40.66,46_55,bulk,0
I313832,C112489,Female,54,Clothing,1,300.08,Cash,3/25/2022 0:00,Mall of Istanbul,2022,3,25,4,0,300.08,46_55,single,0
I244247,C227969,Female,57,Shoes,5,3000.85,Credit Card,11/29/2022 0:00,Cevahir AVM,2022,11,29,1,0,600.17,56_plus,bulk,0
I381921,C917739,Female,48,Books,4,60.6,Debit Card,9/20/2021 0:00,Cevahir AVM,2021,9,20,0,0,15.15,46_55,bulk,0
I239686,C106724,Male,18,Shoes,3,1800.51,Debit Card,2/5/2021 0:00,Metropol AVM,2021,2,5,4,0,600.17,18_25,small,0
I799249,C218803,Female,56,Clothing,3,900.24,Debit Card,2/11/2022 0:00,Metropol AVM,2022,2,11,4,0,300.08,56_plus,small,0
I285999,C209469,Female,45,Cosmetics,5,203.3,Credit Card,1/22/2021 0:00,Istinye Park,2021,1,22,4,0,40.66,36_45,bulk,7.105427357601002e-15
I937993,C962809,Female,51,Food & Beverage,3,15.69,Cash,10/30/2021 0:00,Mall of Istanbul,2021,10,30,5,1,5.23,46_55,small,-8.88E-16
I204620,C284519,Male,57,Technology,4,4200,Cash,10/14/2022 0:00,Istinye Park,2022,10,14,4,0,1050,56_plus,bulk,0
I260381,C268099,Female,48,Technology,2,2100,Cash,7/11/2022 0:00,Mall of Istanbul,2022,7,11,0,0,1050,46_55,small,0
I280720,C149104,Male,49,Clothing,4,1200.32,Cash,9/9/2021 0:00,Mall of Istanbul,2021,9,9,3,0,300.08,46_55,bulk,0
I118663,C151768,Male,37,Toys,4,143.36,Cash,8/30/2022 0:00,Mall of Istanbul,2022,8,30,1,0,35.84,36_45,bulk,0
I305641,C119462,Female,22,Clothing,2,600.16,Credit Card,12/10/2022 0:00,Mall of Istanbul,2022,12,10,5,1,300.08,18_25,small,0
I124999,C114203,Female,42,Food & Beverage,5,26.15,Debit Card,9/27/2022 0:00,Zorlu Center,2022,9,27,1,0,5.23,36_45,bulk,-8.88E-16
I176904,C255201,Male,49,Shoes,2,1200.34,Credit Card,6/23/2022 0:00,Zorlu Center,2022,6,23,3,0,600.17,46_55,small,0
I192691,C226702,Female,26,Food & Beverage,3,15.69,Cash,1/5/2021 0:00,Mall of Istanbul,2021,1,5,1,0,5.23,26_35,small,-8.88E-16
I111366,C187216,Male,53,Clothing,1,300.08,Credit Card,12/19/2021 0:00,Emaar Square Mall,2021,12,19,6,1,300.08,46_55,single,0
I348248,C258454,Female,68,Books,3,45.45,Credit Card,6/24/2022 0:00,Kanyon,2022,6,24,4,0,15.15,56_plus,small,0
I327544,C585000,Female,18,Food & Beverage,2,10.46,Cash,5/12/2021 0:00,Mall of Istanbul,2021,5,12,2,0,5.23,18_25,small,0
I220267,C165022,Male,48,Technology,1,1050,Credit Card,11/26/2021 0:00,Metrocity,2021,11,26,4,0,1050,46_55,single,0
I106650,C755349,Male,63,Souvenir,5,58.65,Credit Card,10/3/2021 0:00,Metrocity,2021,10,3,6,1,11.73,56_plus,bulk,0
I125101,C156718,Female,51,Clothing,1,300.08,Debit Card,9/10/2022 0:00,Mall of Istanbul,2022,9,10,5,1,300.08,46_55,single,0
I186193,C283073,Female,39,Clothing,2,600.16,Cash,4/13/2022 0:00,Mall of Istanbul,2022,4,13,2,0,300.08,36_45,small,0
I351194,C229935,Female,55,Books,3,45.45,Cash,3/16/2022 0:00,Mall of Istanbul,2022,3,16,2,0,15.15,46_55,small,0
I251253,C269850,Female,59,Books,4,60.6,Cash,6/5/2022 0:00,Emaar Square Mall,2022,6,5,6,1,15.15,56_plus,bulk,0
I106031,C329765,Female,56,Clothing,1,300.08,Debit Card,4/3/2022 0:00,Metropol AVM,2022,4,3,6,1,300.08,56_plus,single,0
I460088,C175537,Female,64,Souvenir,2,23.46,Debit Card,4/29/2021 0:00,Metrocity,2021,4,29,3,0,11.73,56_plus,small,0
I298755,C204966,Male,50,Food & Beverage,2,10.46,Credit Card,10/10/2022 0:00,Mall of Istanbul,2022,10,10,0,0,5.23,46_55,small,0
I284208,C145304,Female,52,Clothing,4,1200.32,Credit Card,5/10/2022 0:00,Istinye Park,2022,5,10,1,0,300.08,46_55,bulk,0
I139377,C280914,Male,43,Shoes,3,1800.51,Cash,5/19/2021 0:00,Metrocity,2021,5,19,2,0,600.17,36_45,small,0
I164420,C175799,Female,32,Clothing,2,600.16,Cash,12/21/2022 0:00,Kanyon,2022,12,21,2,0,300.08,26_35,small,0
I237809,C299974,Male,43,Cosmetics,5,203.3,Credit Card,8/12/2022 0:00,Forum Istanbul,2022,8,12,4,0,40.66,36_45,bulk,7.105427357601002e-15
I696848,C161889,Female,24,Books,2,30.3,Cash,8/30/2022 0:00,Mall of Istanbul,2022,8,30,1,0,15.15,18_25,small,0
I150707,C304730,Female,53,Shoes,1,600.17,Credit Card,2/8/2023 0:00,Kanyon,2023,2,8,2,0,600.17,46_55,single,0
I675639,C165100,Female,35,Cosmetics,4,162.64,Cash,1/27/2022 0:00,Mall of Istanbul,2022,1,27,3,0,40.66,26_35,bulk,0
I192341,C317624,Male,66,Technology,1,1050,Debit Card,10/14/2021 0:00,Cevahir AVM,2021,10,14,3,0,1050,56_plus,single,0
I875321,C304141,Female,63,Toys,3,107.52,Debit Card,9/5/2022 0:00,Metrocity,2022,9,5,0,0,35.84,56_plus,small,-7.11E-15
I218507,C212939,Female,60,Shoes,2,1200.34,Debit Card,1/29/2023 0:00,Emaar Square Mall,2023,1,29,6,1,600.17,56_plus,small,0
I337879,C324658,Female,53,Clothing,3,900.24,Debit Card,10/2/2022 0:00,Kanyon,2022,10,2,6,1,300.08,46_55,small,0
I686889,C293819,Male,47,Shoes,3,1800.51,Credit Card,6/2/2021 0:00,Kanyon,2021,6,2,2,0,600.17,46_55,small,0
I613164,C869445,Female,61,Clothing,4,1200.32,Debit Card,5/21/2022 0:00,Metrocity,2022,5,21,5,1,300.08,56_plus,bulk,0
I274023,C185016,Female,45,Clothing,1,300.08,Cash,12/9/2021 0:00,Cevahir AVM,2021,12,9,3,0,300.08,36_45,single,0
